batter,position,runs,balls,dismissals,innings,batting_average,batting_strike_rate
D Wiese,7,113,74,4,7,28.25,152.7027027027027
D Wiese,8,9,8,1,2,9.0,112.5
D du Preez,8,10,13,1,1,10.0,76.92307692307693
DA Miller,1,0,1,1,1,0.0,0.0
DA Miller,3,45,43,4,4,11.25,104.65116279069768
DA Miller,4,679,544,26,32,26.115384615384617,124.81617647058823
DA Miller,5,1854,1274,44,69,42.13636363636363,145.5259026687598
DA Miller,6,346,309,9,18,38.44444444444444,111.97411003236246
DA Warner,1,4270,3137,106,116,40.283018867924525,136.11730953139943
DA Warner,2,1338,976,40,41,33.45,137.09016393442624
DA Warner,3,356,276,6,12,59.333333333333336,128.9855072463768
DA Warner,4,546,428,11,14,49.63636363636363,127.57009345794393
DA Warner,5,57,32,1,2,57.0,178.125
DAJ Bracewell,8,12,9,0,1,12.0,133.33333333333331
DB Das,3,0,1,1,1,0.0,0.0
DB Das,4,73,75,4,4,18.25,97.33333333333334
DB Das,5,83,82,3,4,27.666666666666668,101.21951219512195
DB Das,6,82,53,2,7,41.0,154.7169811320755
DB Das,7,66,56,2,6,33.0,117.85714285714286
DB Ravi Teja,2,92,79,3,3,30.666666666666668,116.45569620253164
DB Ravi Teja,3,10,7,1,1,10.0,142.85714285714286
DB Ravi Teja,4,37,49,2,2,18.5,75.51020408163265
DB Ravi Teja,5,40,31,1,1,40.0,129.03225806451613
DB Ravi Teja,6,74,56,3,3,24.666666666666668,132.14285714285714
DB Ravi Teja,7,101,87,9,11,11.222222222222221,116.0919540229885
DB Ravi Teja,8,21,16,1,4,21.0,131.25
DE Bollinger,9,2,3,0,1,2.0,66.66666666666666
DE Bollinger,10,16,14,0,1,16.0,114.28571428571428
DE Bollinger,11,3,6,1,2,3.0,50.0
DG Nalkande,6,12,11,1,1,12.0,109.09090909090908
DG Nalkande,9,0,1,1,1,0.0,0.0
DH Yagnik,3,41,34,2,2,20.5,120.58823529411764
DH Yagnik,4,0,4,1,1,0.0,0.0
DH Yagnik,5,10,6,1,1,10.0,166.66666666666669
DH Yagnik,6,17,12,2,2,8.5,141.66666666666669
DH Yagnik,7,41,32,2,4,20.5,128.125
DH Yagnik,8,61,54,1,7,61.0,112.96296296296295
DJ Bravo,1,1,3,1,1,1.0,33.33333333333333
DJ Bravo,2,75,70,1,2,75.0,107.14285714285714
DJ Bravo,3,63,50,2,2,31.5,126.0
DJ Bravo,4,110,121,8,9,13.75,90.9090909090909
DJ Bravo,5,479,433,20,26,23.95,110.62355658198615
DJ Bravo,6,394,298,14,31,28.142857142857142,132.21476510067114
DJ Bravo,7,308,186,15,23,20.533333333333335,165.59139784946237
DJ Bravo,8,108,74,7,13,15.428571428571429,145.94594594594594
DJ Bravo,9,22,12,1,3,22.0,183.33333333333331
DJ Harris,1,111,103,3,4,37.0,107.76699029126213
DJ Hooda,1,5,7,1,1,5.0,71.42857142857143
DJ Hooda,2,50,38,2,2,25.0,131.57894736842107
DJ Hooda,3,224,193,12,14,18.666666666666668,116.0621761658031
DJ Hooda,4,347,250,16,18,21.6875,138.79999999999998
DJ Hooda,5,413,364,24,31,17.208333333333332,113.46153846153845
DJ Hooda,6,359,271,16,25,22.4375,132.47232472324723
DJ Hooda,7,68,47,6,6,11.333333333333334,144.6808510638298
DJ Hussey,3,45,45,1,2,45.0,100.0
DJ Hussey,4,792,636,30,35,26.4,124.52830188679245
DJ Hussey,5,365,317,13,19,28.076923076923077,115.14195583596214
DJ Hussey,6,120,103,5,5,24.0,116.50485436893203
DJ Jacobs,1,92,91,6,6,15.333333333333334,101.0989010989011
DJ Jacobs,2,0,10,1,1,0.0,0.0
DJ Malan,4,26,26,1,1,26.0,100.0
DJ Mitchell,2,4,7,1,1,4.0,57.14285714285714
DJ Mitchell,3,203,129,6,6,33.833333333333336,157.36434108527132
DJ Mitchell,4,89,90,4,4,22.25,98.88888888888889
DJ Mitchell,5,41,36,1,2,41.0,113.88888888888889
DJ Mitchell,6,13,11,1,1,13.0,118.18181818181819
DJ Mitchell,8,1,1,0,1,1.0,100.0
DJ Muthuswami,11,1,3,1,1,1.0,33.33333333333333
DJ Thornely,3,38,48,3,3,12.666666666666666,79.16666666666666
DJ Thornely,4,1,6,0,1,1.0,16.666666666666664
DJ Willey,4,0,2,2,1,0.0,0.0
DJ Willey,5,18,30,1,1,18.0,60.0
DJ Willey,9,31,30,0,2,31.0,103.33333333333334
DJ Willey,11,4,2,0,1,4.0,200.0
DJG Sammy,4,18,20,0,1,18.0,90.0
DJG Sammy,5,100,80,7,9,14.285714285714286,125.0
DJG Sammy,6,76,68,4,6,19.0,111.76470588235294
DJG Sammy,7,101,83,4,4,25.25,121.6867469879518
DJM Short,1,48,31,2,2,24.0,154.83870967741936
DJM Short,2,67,71,5,5,13.4,94.36619718309859
DL Chahar,6,39,21,1,1,39.0,185.71428571428572
DL Chahar,8,34,29,5,7,6.8,117.24137931034481
DL Chahar,9,6,10,1,3,6.0,60.0
DL Chahar,10,1,1,0,1,1.0,100.0
DL Vettori,6,31,32,2,2,15.5,96.875
DL Vettori,7,68,67,4,9,17.0,101.49253731343283
DL Vettori,8,1,2,1,1,1.0,50.0
DL Vettori,9,18,11,0,3,18.0,163.63636363636365
DL Vettori,10,3,6,0,1,3.0,50.0
DM Bravo,4,6,5,0,1,6.0,120.0
DNT Zoysa,8,11,9,1,2,11.0,122.22222222222223
DP Conway,1,1,10,2,2,0.5,10.0
DP Conway,2,920,651,17,19,54.11764705882353,141.321044546851
DP Conway,3,3,8,1,1,3.0,37.5
DP Nannes,10,3,11,1,1,3.0,27.27272727272727
DP Nannes,11,1,2,0,1,1.0,50.0
DP Vijaykumar,11,1,1,0,1,1.0,100.0
DPMD Jayawardene,1,509,425,19,20,26.789473684210527,119.76470588235296
DPMD Jayawardene,2,445,326,9,11,49.44444444444444,136.50306748466255
DPMD Jayawardene,3,129,134,5,6,25.8,96.26865671641791
DPMD Jayawardene,4,342,344,12,19,28.5,99.4186046511628
DPMD Jayawardene,5,332,259,17,20,19.529411764705884,128.1853281853282
DPMD Jayawardene,6,43,28,1,2,43.0,153.57142857142858
DPMD Jayawardene,7,8,6,1,1,8.0,133.33333333333331
DR Martyn,3,19,26,2,1,9.5,73.07692307692307
DR Sams,2,1,7,1,1,1.0,14.285714285714285
DR Sams,3,15,12,1,1,15.0,125.0
DR Sams,7,23,24,6,9,3.8333333333333335,95.83333333333334
DR Sams,8,5,5,2,2,2.5,100.0
DR Shorey,4,8,9,1,1,8.0,88.88888888888889
DR Shorey,6,5,11,1,1,5.0,45.45454545454545
DR Smith,1,1786,1393,58,60,30.79310344827586,128.2124910265614
DR Smith,2,125,84,1,2,125.0,148.80952380952382
DR Smith,3,72,56,2,3,36.0,128.57142857142858
DR Smith,5,242,145,7,8,34.57142857142857,166.89655172413794
DR Smith,6,157,119,11,13,14.272727272727273,131.9327731092437
DR Smith,7,3,6,2,2,1.5,50.0
DS Kulkarni,7,1,2,1,1,1.0,50.0
DS Kulkarni,9,20,24,3,7,6.666666666666667,83.33333333333334
DS Kulkarni,10,75,74,4,10,18.75,101.35135135135135
DS Kulkarni,11,8,13,1,2,8.0,61.53846153846154
DS Lehmann,5,18,19,2,2,9.0,94.73684210526315
DT Christian,3,30,24,2,3,15.0,125.0
DT Christian,4,58,60,2,2,29.0,96.66666666666667
DT Christian,5,118,114,7,10,16.857142857142858,103.50877192982458
DT Christian,6,163,132,11,13,14.818181818181818,123.48484848484848
DT Christian,7,78,65,5,12,15.6,120.0
DT Christian,8,13,13,1,1,13.0,100.0
DT Patil,7,9,12,1,1,9.0,75.0
DT Patil,8,4,1,0,1,4.0,400.0
DW Steyn,8,33,33,7,8,4.714285714285714,100.0
DW Steyn,9,72,77,8,13,9.0,93.5064935064935
DW Steyn,10,40,36,4,8,10.0,111.11111111111111
DW Steyn,11,22,17,3,4,7.333333333333333,129.41176470588235
Dhruv Jurel,5,188,129,4,8,47.0,145.73643410852713
Dhruv Jurel,6,82,50,2,5,41.0,164.0
Dhruv Jurel,7,36,34,6,7,6.0,105.88235294117648
Dhruv Jurel,8,41,24,1,2,41.0,170.83333333333331
E Lewis,1,151,96,5,5,30.2,157.29166666666669
E Lewis,2,327,255,13,13,25.153846153846153,128.23529411764707
E Lewis,3,53,65,4,4,13.25,81.53846153846153
E Lewis,4,121,75,2,3,60.5,161.33333333333331
E Lewis,6,2,8,0,1,2.0,25.0
EJG Morgan,1,20,28,2,3,10.0,71.42857142857143
EJG Morgan,2,96,72,3,3,32.0,133.33333333333331
EJG Morgan,3,33,47,3,3,11.0,70.2127659574468
EJG Morgan,4,494,414,24,25,20.583333333333332,119.32367149758454
EJG Morgan,5,539,437,20,26,26.95,123.34096109839817
EJG Morgan,6,175,157,8,13,21.875,111.46496815286623
EJG Morgan,7,49,26,1,2,49.0,188.46153846153845
ER Dwivedi,1,5,6,1,1,5.0,83.33333333333334
ER Dwivedi,8,19,9,1,1,19.0,211.11111111111111
F Behardien,6,9,7,0,1,9.0,128.57142857142858
F Behardien,7,5,6,2,2,2.5,83.33333333333334
F du Plessis,1,591,478,19,20,31.105263157894736,123.64016736401673
F du Plessis,2,2746,2024,72,80,38.138888888888886,135.67193675889328
F du Plessis,3,791,568,19,19,41.63157894736842,139.2605633802817
F du Plessis,4,340,301,10,14,34.0,112.95681063122925
F du Plessis,5,69,42,4,3,17.25,164.28571428571428
F du Plessis,6,33,19,0,1,33.0,173.6842105263158
F du Plessis,7,1,3,1,1,1.0,33.33333333333333
FA Allen,6,0,1,0,1,0.0,0.0
FA Allen,7,14,18,2,2,7.0,77.77777777777779
FH Edwards,8,3,2,0,1,3.0,150.0
FH Edwards,9,1,3,1,1,1.0,33.33333333333333
FY Fazal,1,16,15,1,1,16.0,106.66666666666667
FY Fazal,2,31,24,1,1,31.0,129.16666666666669
FY Fazal,3,75,80,4,5,18.75,93.75
FY Fazal,4,44,41,1,2,44.0,107.31707317073172
FY Fazal,5,4,6,1,1,4.0,66.66666666666666
FY Fazal,8,13,13,1,1,13.0,100.0
Fazalhaq Farooqi,10,2,8,0,1,2.0,25.0
Fazalhaq Farooqi,11,1,5,0,1,1.0,20.0
G Coetzee,7,1,3,1,1,1.0,33.33333333333333
G Coetzee,9,13,19,3,4,4.333333333333333,68.42105263157895
G Gambhir,1,1378,1150,43,46,32.04651162790697,119.82608695652175
G Gambhir,2,2216,1831,64,73,34.625,121.02676133260513
G Gambhir,3,515,438,25,27,20.6,117.57990867579909
G Gambhir,4,107,103,2,4,53.5,103.88349514563106
G Gambhir,6,1,2,1,1,1.0,50.0
GB Hogg,8,13,11,1,1,13.0,118.18181818181819
GB Hogg,9,5,5,0,1,5.0,100.0
GB Hogg,11,4,6,1,2,4.0,66.66666666666666
GC Smith,1,440,416,17,17,25.88235294117647,105.76923076923077
GC Smith,2,299,275,13,12,23.0,108.72727272727272
GC Viljoen,7,1,3,1,1,1.0,33.33333333333333
GC Viljoen,8,0,1,1,1,0.0,0.0
GC Viljoen,9,2,3,0,1,2.0,66.66666666666666
GD McGrath,11,4,5,1,2,4.0,80.0
GD Phillips,4,1,4,1,1,1.0,25.0
GD Phillips,5,18,21,1,2,18.0,85.71428571428571
GD Phillips,6,46,30,5,5,9.2,153.33333333333334
GH Vihari,2,48,42,1,2,48.0,114.28571428571428
GH Vihari,3,81,106,6,6,13.5,76.41509433962264
GH Vihari,4,94,119,6,6,15.666666666666666,78.99159663865547
GH Vihari,6,46,49,4,5,11.5,93.87755102040816
GH Vihari,7,10,10,2,2,5.0,100.0
GH Vihari,8,5,5,1,2,5.0,100.0
GHS Garton,7,0,1,1,1,0.0,0.0
GHS Garton,8,2,3,0,1,2.0,66.66666666666666
GJ Bailey,1,15,12,1,1,15.0,125.0
GJ Bailey,2,64,68,3,2,21.333333333333332,94.11764705882352
GJ Bailey,3,81,93,6,6,13.5,87.09677419354838
GJ Bailey,4,36,30,3,3,12.0,120.0
GJ Bailey,5,267,188,7,11,38.142857142857146,142.0212765957447
GJ Bailey,6,170,132,6,10,28.333333333333332,128.78787878787878
GJ Bailey,7,30,29,3,3,10.0,103.44827586206897
GJ Maxwell,1,40,32,4,3,10.0,125.0
GJ Maxwell,2,35,35,3,4,11.666666666666666,100.0
GJ Maxwell,3,630,353,19,23,33.1578947368421,178.47025495750708
GJ Maxwell,4,1556,1045,58,62,26.82758620689655,148.89952153110048
GJ Maxwell,5,452,324,21,29,21.523809523809526,139.50617283950618
GJ Maxwell,6,59,53,6,8,9.833333333333334,111.32075471698113
GR Napier,6,15,16,1,1,15.0,93.75
Gulbadin Naib,7,19,15,1,1,19.0,126.66666666666666
Gurkeerat Singh,3,41,47,2,2,20.5,87.2340425531915
Gurkeerat Singh,4,78,50,2,2,39.0,156.0
Gurkeerat Singh,5,185,179,7,10,26.428571428571427,103.35195530726257
Gurkeerat Singh,6,115,97,7,8,16.428571428571427,118.55670103092784
Gurkeerat Singh,7,63,51,9,9,7.0,123.52941176470588
Gurkeerat Singh,8,29,12,0,1,29.0,241.66666666666666
H Das,7,2,5,1,1,2.0,40.0
H Klaasen,2,7,7,1,1,7.0,100.0
H Klaasen,3,85,48,2,2,42.5,177.08333333333331
H Klaasen,4,169,98,4,5,42.25,172.44897959183675
H Klaasen,5,483,297,11,14,43.90909090909091,162.62626262626264
H Klaasen,6,249,162,7,9,35.57142857142857,153.7037037037037
H Klaasen,7,0,1,1,1,0.0,0.0
HC Brook,1,147,106,4,5,36.75,138.67924528301887
HC Brook,3,13,21,1,1,13.0,61.904761904761905
HC Brook,5,30,31,3,4,10.0,96.7741935483871
HC Brook,6,0,1,1,1,0.0,0.0
HE van der Dussen,4,4,4,1,1,4.0,100.0
HE van der Dussen,5,6,11,1,1,6.0,54.54545454545454
HE van der Dussen,7,12,10,0,1,12.0,120.0
HF Gurney,11,1,5,0,1,1.0,20.0
HH Gibbs,1,168,174,6,7,28.0,96.55172413793103
HH Gibbs,2,488,441,17,19,28.705882352941178,110.65759637188208
HH Gibbs,3,230,222,9,10,25.555555555555557,103.60360360360362
HH Pandya,1,7,2,0,1,7.0,350.0
HH Pandya,2,9,20,2,4,4.5,45.0
HH Pandya,3,370,291,12,15,30.833333333333332,127.14776632302404
HH Pandya,4,686,505,15,27,45.733333333333334,135.84158415841586
HH Pandya,5,442,337,21,26,21.047619047619047,131.15727002967358
HH Pandya,6,694,422,20,31,34.7,164.45497630331752
HH Pandya,7,257,201,17,23,15.117647058823529,127.86069651741295
HH Pandya,8,69,36,2,4,34.5,191.66666666666669
HM Amla,1,305,228,7,8,43.57142857142857,133.7719298245614
HM Amla,2,271,185,5,7,54.2,146.48648648648648
HM Amla,3,1,5,1,1,1.0,20.0
HR Shokeen,6,43,48,2,2,21.5,89.58333333333334
HR Shokeen,8,5,3,1,1,5.0,166.66666666666669
HR Shokeen,9,18,16,0,2,18.0,112.5
HV Patel,5,30,23,2,3,15.0,130.43478260869566
HV Patel,6,3,5,1,1,3.0,60.0
HV Patel,7,57,42,3,4,19.0,135.71428571428572
HV Patel,8,90,72,10,16,9.0,125.0
HV Patel,9,68,66,8,10,8.5,103.03030303030303
HV Patel,10,1,6,2,3,0.5,16.666666666666664
Harbhajan Singh,3,67,54,4,4,16.75,124.07407407407408
Harbhajan Singh,4,1,2,1,1,1.0,50.0
Harbhajan Singh,5,48,49,3,3,16.0,97.95918367346938
Harbhajan Singh,6,22,13,3,4,7.333333333333333,169.23076923076923
Harbhajan Singh,7,214,160,20,28,10.7,133.75
Harbhajan Singh,8,329,239,20,36,16.45,137.65690376569037
Harbhajan Singh,9,140,103,3,9,46.666666666666664,135.92233009708738
Harbhajan Singh,10,12,16,2,3,6.0,75.0
Harmeet Singh,9,3,5,1,2,3.0,60.0
Harmeet Singh,10,14,6,1,1,14.0,233.33333333333334
Harmeet Singh,11,1,1,0,1,1.0,100.0
Harpreet Brar,6,16,23,2,2,8.0,69.56521739130434
Harpreet Brar,7,65,62,2,5,32.5,104.83870967741935
Harpreet Brar,8,62,48,4,10,15.5,129.16666666666669
Harpreet Brar,9,90,68,4,7,22.5,132.35294117647058
Harpreet Singh,4,22,22,1,1,22.0,100.0
Harpreet Singh,5,67,56,2,3,33.5,119.64285714285714
Harpreet Singh,6,13,15,1,1,13.0,86.66666666666667
Harpreet Singh,7,7,7,1,2,7.0,100.0
Harpreet Singh,8,14,19,1,1,14.0,73.68421052631578
Harshit Rana,10,0,1,1,1,0.0,0.0
Harshit Rana,11,2,2,1,2,2.0,100.0
I Malhotra,7,7,4,0,1,7.0,175.0
I Sharma,8,6,3,0,1,6.0,200.0
I Sharma,9,2,3,1,3,2.0,66.66666666666666
I Sharma,10,30,37,5,11,6.0,81.08108108108108
I Sharma,11,19,28,1,6,19.0,67.85714285714286
I Udana,7,14,7,1,2,14.0,200.0
I Udana,8,1,4,2,2,0.5,25.0
IC Pandey,10,0,2,1,1,0.0,0.0
IK Pathan,2,68,56,3,4,22.666666666666668,121.42857142857142
IK Pathan,3,89,63,4,5,22.25,141.26984126984127
IK Pathan,4,73,67,4,5,18.25,108.95522388059702
IK Pathan,5,196,159,5,10,39.2,123.27044025157232
IK Pathan,6,330,321,21,27,15.714285714285714,102.803738317757
IK Pathan,7,364,287,13,27,28.0,126.82926829268293
IK Pathan,8,30,32,3,5,10.0,93.75
IR Jaggi,2,28,38,2,2,14.0,73.68421052631578
IR Jaggi,3,2,7,1,1,2.0,28.57142857142857
IR Jaggi,5,33,40,1,2,33.0,82.5
IR Jaggi,6,13,15,1,2,13.0,86.66666666666667
IS Sodhi,9,7,18,2,2,3.5,38.88888888888889
Imran Tahir,9,4,6,1,1,4.0,66.66666666666666
Imran Tahir,10,27,27,3,5,9.0,100.0
Imran Tahir,11,2,4,0,2,2.0,50.0
Iqbal Abdulla,7,5,7,0,1,5.0,71.42857142857143
Iqbal Abdulla,8,63,58,0,5,63.0,108.62068965517241
Iqbal Abdulla,9,6,8,1,3,6.0,75.0
Iqbal Abdulla,10,13,11,0,3,13.0,118.18181818181819
Iqbal Abdulla,11,1,2,0,1,1.0,50.0
Ishan Kishan,1,772,597,25,26,30.88,129.31323283082077
Ishan Kishan,2,886,610,24,27,36.916666666666664,145.24590163934425
Ishan Kishan,3,291,227,13,13,22.384615384615383,128.19383259911893
Ishan Kishan,4,594,467,21,23,28.285714285714285,127.19486081370451
Ishan Kishan,5,11,22,1,2,11.0,50.0
Ishan Kishan,6,22,24,4,4,5.5,91.66666666666666
Ishan Kishan,7,66,41,2,2,33.0,160.97560975609758
Ishan Kishan,8,2,3,1,2,2.0,66.66666666666666
J Arunkumar,1,23,24,3,3,7.666666666666667,95.83333333333334
J Botha,2,23,20,1,1,23.0,114.99999999999999
J Botha,3,196,164,4,6,49.0,119.51219512195121
J Botha,4,54,53,3,3,18.0,101.88679245283019
J Botha,5,8,6,1,1,8.0,133.33333333333331
J Botha,6,84,83,6,9,14.0,101.20481927710843
J Botha,7,26,26,5,6,5.2,100.0
J Botha,8,18,12,2,2,9.0,150.0
J Fraser-McGurk,1,134,52,3,3,44.666666666666664,257.69230769230774
J Fraser-McGurk,2,141,60,4,5,35.25,235.0
J Fraser-McGurk,3,55,38,1,1,55.0,144.73684210526315
J Suchith,5,2,7,1,1,2.0,28.57142857142857
J Suchith,7,34,21,0,1,34.0,161.9047619047619
J Suchith,8,14,13,2,5,7.0,107.6923076923077
J Suchith,9,20,21,1,2,20.0,95.23809523809523
J Syed Mohammad,7,14,14,2,3,7.0,100.0
J Syed Mohammad,9,13,10,0,1,13.0,130.0
J Syed Mohammad,10,2,3,0,1,2.0,66.66666666666666
J Theron,8,0,2,1,1,0.0,0.0
J Theron,9,10,11,1,3,10.0,90.9090909090909
J Yadav,8,24,27,1,2,24.0,88.88888888888889
J Yadav,9,16,11,1,2,16.0,145.45454545454547
JA Morkel,1,1,1,0,1,1.0,100.0
JA Morkel,3,73,59,0,1,73.0,123.72881355932203
JA Morkel,4,149,89,3,3,49.666666666666664,167.41573033707866
JA Morkel,5,267,212,15,23,17.8,125.9433962264151
JA Morkel,6,191,114,9,18,21.22222222222222,167.54385964912282
JA Morkel,7,233,184,9,15,25.88888888888889,126.63043478260869
JA Morkel,8,61,53,4,7,15.25,115.09433962264151
JA Richardson,7,15,25,2,2,7.5,60.0
JA Richardson,9,2,2,1,1,2.0,100.0
JC Archer,2,0,4,1,1,0.0,0.0
JC Archer,6,22,15,2,3,11.0,146.66666666666666
JC Archer,7,2,5,2,2,1.0,40.0
JC Archer,8,154,88,5,13,30.8,175.0
JC Archer,9,15,15,2,3,7.5,100.0
JC Archer,10,6,5,1,1,6.0,120.0
JC Buttler,1,1011,699,20,22,50.55,144.6351931330472
JC Buttler,2,1608,1117,46,48,34.95652173913044,143.95702775290957
JC Buttler,3,404,276,8,10,50.5,146.3768115942029
JC Buttler,4,153,122,7,8,21.857142857142858,125.40983606557377
JC Buttler,5,313,241,12,15,26.083333333333332,129.87551867219918
JC Buttler,6,94,64,3,4,31.333333333333332,146.875
JD Ryder,1,332,256,19,20,17.473684210526315,129.6875
JD Ryder,2,241,193,9,8,26.77777777777778,124.87046632124353
JD Ryder,3,31,17,1,1,31.0,182.35294117647058
JD Unadkat,7,12,7,1,1,12.0,171.42857142857142
JD Unadkat,8,65,51,2,6,32.5,127.45098039215685
JD Unadkat,9,61,45,4,7,15.25,135.55555555555557
JD Unadkat,10,51,62,5,9,10.2,82.25806451612904
JD Unadkat,11,8,5,2,4,4.0,160.0
JDP Oram,5,51,52,2,4,25.5,98.07692307692307
JDP Oram,6,52,48,4,5,13.0,108.33333333333333
JDP Oram,7,3,10,2,2,1.5,30.0
JDS Neesham,6,21,20,2,3,10.5,105.0
JDS Neesham,7,54,58,5,6,10.8,93.10344827586206
JDS Neesham,8,17,15,1,1,17.0,113.33333333333333
JE Root,4,10,15,1,1,10.0,66.66666666666666
JE Taylor,8,1,2,0,1,1.0,50.0
JE Taylor,9,2,2,0,1,2.0,100.0
JEC Franklin,1,134,120,6,6,22.333333333333332,111.66666666666667
JEC Franklin,4,61,70,1,2,61.0,87.14285714285714
JEC Franklin,5,67,83,3,4,22.333333333333332,80.72289156626506
JEC Franklin,6,56,29,0,2,56.0,193.10344827586206
JEC Franklin,7,9,7,1,2,9.0,128.57142857142858
JH Kallis,1,681,663,30,29,22.7,102.71493212669682
JH Kallis,2,850,765,23,27,36.95652173913044,111.11111111111111
JH Kallis,3,611,598,24,25,25.458333333333332,102.17391304347827
JH Kallis,4,285,265,12,14,23.75,107.54716981132076
JJ Bumrah,8,0,4,0,1,0.0,0.0
JJ Bumrah,9,10,18,3,6,3.3333333333333335,55.55555555555556
JJ Bumrah,10,41,38,3,12,13.666666666666666,107.89473684210526
JJ Bumrah,11,17,20,2,7,8.5,85.0
JJ Roy,1,515,399,15,16,34.333333333333336,129.07268170426065
JJ Roy,2,24,27,3,3,8.0,88.88888888888889
JJ Roy,5,61,27,1,1,61.0,225.9259259259259
JJ Roy,6,14,7,0,1,14.0,200.0
JJ van der Wath,8,18,17,2,3,9.0,105.88235294117648
JL Denly,1,0,1,1,1,0.0,0.0
JL Pattinson,8,11,8,1,1,11.0,137.5
JL Pattinson,9,4,5,0,1,4.0,80.0
JM Bairstow,1,324,193,7,7,46.285714285714285,167.87564766839378
JM Bairstow,2,1068,766,30,32,35.6,139.42558746736293
JM Bairstow,3,124,116,8,8,15.5,106.89655172413792
JM Bairstow,4,67,54,2,2,33.5,124.07407407407408
JM Bairstow,5,6,3,1,1,6.0,200.0
JM Kemp,5,22,16,1,1,22.0,137.5
JM Kemp,6,4,9,1,1,4.0,44.44444444444444
JM Sharma,4,76,64,6,6,12.666666666666666,118.75
JM Sharma,5,357,244,11,15,32.45454545454545,146.31147540983608
JM Sharma,6,161,114,8,8,20.125,141.2280701754386
JM Sharma,7,136,79,7,7,19.428571428571427,172.15189873417722
JO Holder,3,8,14,1,1,8.0,57.14285714285714
JO Holder,5,22,25,2,2,11.0,88.0
JO Holder,6,87,59,4,6,21.75,147.45762711864407
JO Holder,7,97,83,8,9,12.125,116.86746987951808
JO Holder,8,44,35,6,8,7.333333333333333,125.71428571428571
JO Holder,9,1,1,0,1,1.0,100.0
JP Behrendorff,10,3,4,0,1,3.0,75.0
JP Behrendorff,11,3,5,0,1,3.0,60.0
JP Duminy,2,37,29,3,3,12.333333333333334,127.58620689655173
JP Duminy,3,620,550,14,18,44.285714285714285,112.72727272727272
JP Duminy,4,494,430,14,18,35.285714285714285,114.88372093023256
JP Duminy,5,750,570,10,25,75.0,131.57894736842107
JP Duminy,6,113,84,5,8,22.6,134.52380952380955
JP Duminy,7,15,17,3,3,5.0,88.23529411764706
JP Faulkner,2,12,13,1,1,12.0,92.3076923076923
JP Faulkner,3,2,7,3,3,0.6666666666666666,28.57142857142857
JP Faulkner,4,8,4,0,1,8.0,200.0
JP Faulkner,5,35,26,2,3,17.5,134.6153846153846
JP Faulkner,6,83,65,3,4,27.666666666666668,127.69230769230768
JP Faulkner,7,226,172,11,19,20.545454545454547,131.3953488372093
JP Faulkner,8,116,83,7,12,16.571428571428573,139.75903614457832
JP Faulkner,9,45,36,1,3,45.0,125.0
JPR Scantlebury-Searles,8,8,6,1,2,8.0,133.33333333333331
JR Hazlewood,10,4,13,0,2,4.0,30.76923076923077
JR Hazlewood,11,15,16,0,4,15.0,93.75
JR Hopes,2,221,152,11,11,20.09090909090909,145.39473684210526
JR Hopes,3,79,76,3,2,26.333333333333332,103.94736842105263
JR Hopes,6,70,58,3,3,23.333333333333332,120.6896551724138
JR Hopes,7,34,24,0,2,34.0,141.66666666666669
JR Hopes,8,13,4,0,1,13.0,325.0
JR Philippe,1,77,75,3,3,25.666666666666668,102.66666666666666
JR Philippe,3,0,3,1,1,0.0,0.0
JR Philippe,6,1,2,0,1,1.0,50.0
Jaskaran Singh,8,1,2,1,1,1.0,50.0
Jaskaran Singh,9,7,7,1,2,7.0,100.0
Jaskaran Singh,10,0,2,0,1,0.0,0.0
Joginder Sharma,8,32,26,2,3,16.0,123.07692307692308
Joginder Sharma,9,4,4,2,2,2.0,100.0
K Goel,1,69,65,3,4,23.0,106.15384615384616
K Goel,2,104,116,7,7,14.857142857142858,89.65517241379311
K Goel,3,1,7,1,1,1.0,14.285714285714285
K Goel,6,6,7,1,1,6.0,85.71428571428571
K Goel,7,37,41,1,2,37.0,90.2439024390244
K Goel,8,1,3,1,1,1.0,33.33333333333333
K Gowtham,2,0,2,1,1,0.0,0.0
K Gowtham,3,8,6,1,1,8.0,133.33333333333331
K Gowtham,6,41,18,1,3,41.0,227.77777777777777
K Gowtham,7,93,66,9,11,10.333333333333334,140.9090909090909
K Gowtham,8,94,63,6,10,15.666666666666666,149.20634920634922
K Gowtham,10,11,4,0,1,11.0,275.0
K Kartikeya,9,3,6,1,1,3.0,50.0
K Kartikeya,10,6,7,1,1,6.0,85.71428571428571
K Rabada,7,46,48,2,2,23.0,95.83333333333334
K Rabada,8,53,70,5,8,10.6,75.71428571428571
K Rabada,9,35,36,2,6,17.5,97.22222222222221
K Rabada,10,52,36,6,9,8.666666666666666,144.44444444444443
K Rabada,11,20,17,1,3,20.0,117.64705882352942
K Upadhyay,11,12,9,0,2,12.0,133.33333333333331
K Yadav,10,0,4,0,1,0.0,0.0
KA Jamieson,6,11,4,0,1,11.0,275.0
KA Jamieson,7,16,13,1,1,16.0,123.07692307692308
KA Jamieson,8,22,27,2,4,11.0,81.48148148148148
KA Jamieson,9,16,11,0,1,16.0,145.45454545454547
KA Maharaj,8,1,2,1,1,1.0,50.0
KA Pollard,1,13,10,2,2,6.5,130.0
KA Pollard,2,12,4,1,2,12.0,300.0
KA Pollard,3,97,64,1,3,97.0,151.5625
KA Pollard,4,318,201,15,17,21.2,158.2089552238806
