match_id,season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,match_number
2023_07,2023,2023-04-04,DC,GT,Arun Jaitley Stadium,Delhi,GT,field,GT,0,6,B Sai Sudharsan,7
2023_08,2023,2023-04-05,PBKS,RR,"Barsapara Cricket Stadium, Guwahati",Guwahati,RR,field,PBKS,5,0,NT Ellis,8
2023_09,2023,2023-04-06,KKR,RCB,Eden Gardens,Kolkata,RCB,field,KKR,81,0,SN Thakur,9
2023_10,2023,2023-04-07,SRH,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,SRH,bat,LSG,0,5,KH Pandya,10
2023_11,2023,2023-04-08,MI,CSK,Wankhede Stadium,Mumbai,CSK,field,CSK,0,7,RA Jadeja,11
2023_12,2023,2023-04-08,RR,DC,"Barsapara Cricket Stadium, Guwahati",Guwahati,DC,field,RR,57,0,YBK Jaiswal,12
2023_13,2023,2023-04-09,GT,KKR,Narendra Modi Stadium,Ahmedabad,GT,bat,KKR,0,3,RK Singh,13
2023_14,2023,2023-04-09,PBKS,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,SRH,field,SRH,0,8,S Dhawan,14
2023_15,2023,2023-04-10,RCB,LSG,M. Chinnaswamy Stadium,Bengaluru,LSG,field,LSG,0,1,N Pooran,15
2023_16,2023,2023-04-11,DC,MI,Arun Jaitley Stadium,Delhi,MI,field,MI,0,6,RG Sharma,16
2023_17,2023,2023-04-12,RR,CSK,MA Chidambaram Stadium,Chennai,CSK,field,RR,3,0,R Ashwin,17
2023_18,2023,2023-04-13,PBKS,GT,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,GT,field,GT,0,6,MM Sharma,18
2023_19,2023,2023-04-14,SRH,KKR,Eden Gardens,Kolkata,KKR,field,SRH,23,0,HC Brook,19
2023_20,2023,2023-04-15,LSG,PBKS,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,PBKS,field,PBKS,0,2,Sikandar Raza,20
2023_21,2023,2023-04-15,RCB,DC,M. Chinnaswamy Stadium,Bengaluru,DC,field,RCB,23,0,V Kohli,21
2023_22,2023,2023-04-16,GT,RR,Narendra Modi Stadium,Ahmedabad,RR,field,RR,0,3,SO Hetmyer,22
2023_23,2023,2023-04-16,KKR,MI,Wankhede Stadium,Mumbai,MI,field,MI,0,5,VR Iyer,23
2023_24,2023,2023-04-17,CSK,RCB,M. Chinnaswamy Stadium,Bengaluru,RCB,field,CSK,8,0,DP Conway,24
2023_25,2023,2023-04-18,MI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,SRH,field,MI,14,0,C Green,25
2023_26,2023,2023-04-19,LSG,RR,Sawai Mansingh Stadium,Jaipur,RR,field,LSG,10,0,MP Stoinis,26
2023_28,2023,2023-04-20,RCB,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,PBKS,field,RCB,24,0,Mohammed Siraj,28
2023_27,2023,2023-04-20,KKR,DC,Arun Jaitley Stadium,Delhi,DC,field,DC,0,4,I Sharma,27
2023_29,2023,2023-04-21,SRH,CSK,MA Chidambaram Stadium,Chennai,CSK,field,CSK,0,7,RA Jadeja,29
2023_30,2023,2023-04-22,PBKS,MI,Wankhede Stadium,Mumbai,MI,field,PBKS,13,0,SM Curran,30
2023_31,2023,2023-04-22,GT,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,GT,bat,GT,7,0,MM Sharma,31
2023_32,2023,2023-04-23,CSK,KKR,Eden Gardens,Kolkata,KKR,field,CSK,49,0,AM Rahane,32
2023_33,2023,2023-04-23,RCB,RR,M. Chinnaswamy Stadium,Bengaluru,RR,field,RCB,7,0,GJ Maxwell,33
2023_34,2023,2023-04-24,DC,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,DC,bat,DC,7,0,AR Patel,34
2023_35,2023,2023-04-25,GT,MI,Narendra Modi Stadium,Ahmedabad,MI,field,GT,55,0,A Manohar,35
2023_36,2023,2023-04-26,KKR,RCB,M. Chinnaswamy Stadium,Bengaluru,RCB,field,KKR,21,0,CV Varun,36
2023_37,2023,2023-04-27,RR,CSK,Sawai Mansingh Stadium,Jaipur,RR,bat,RR,32,0,YBK Jaiswal,37
2023_38,2023,2023-04-28,LSG,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,PBKS,field,LSG,56,0,MP Stoinis,38
2023_39,2023,2023-04-29,SRH,DC,Arun Jaitley Stadium,Delhi,SRH,bat,SRH,9,0,MR Marsh,39
2023_40,2023,2023-04-29,KKR,GT,Eden Gardens,Kolkata,GT,field,GT,0,7,J Little,40
2023_41,2023,2023-04-30,RR,MI,Wankhede Stadium,Mumbai,RR,bat,MI,0,6,YBK Jaiswal,41
2023_42,2023,2023-04-30,CSK,PBKS,MA Chidambaram Stadium,Chennai,CSK,bat,PBKS,0,4,DP Conway,42
2023_43,2023,2023-05-01,RCB,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,RCB,bat,RCB,18,0,F du Plessis,43
2023_44,2023,2023-05-02,DC,GT,Narendra Modi Stadium,Ahmedabad,DC,bat,DC,5,0,Mohammed Shami,44
2023_46,2023,2023-05-03,PBKS,MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,MI,field,MI,0,6,Ishan Kishan,46
2023_45,2023,2023-05-03,LSG,CSK,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,CSK,field,,0,0,,45
2023_47,2023,2023-05-04,KKR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,KKR,bat,KKR,5,0,CV Varun,47
2023_48,2023,2023-05-05,RR,GT,Sawai Mansingh Stadium,Jaipur,RR,bat,GT,0,9,Rashid Khan,48
2023_49,2023,2023-05-06,MI,CSK,MA Chidambaram Stadium,Chennai,CSK,field,CSK,0,6,M Pathirana,49
2023_50,2023,2023-05-06,RCB,DC,Arun Jaitley Stadium,Delhi,RCB,bat,DC,0,7,PD Salt,50
2023_51,2023,2023-05-07,RR,SRH,Sawai Mansingh Stadium,Jaipur,RR,bat,SRH,0,4,GD Phillips,51
2023_52,2023,2023-05-07,GT,LSG,Narendra Modi Stadium,Ahmedabad,LSG,field,GT,56,0,Shubman Gill,52
2023_53,2023,2023-05-08,PBKS,KKR,Eden Gardens,Kolkata,PBKS,bat,KKR,0,5,AD Russell,53
2023_54,2023,2023-05-09,RCB,MI,Wankhede Stadium,Mumbai,MI,field,MI,0,6,SA Yadav,54
2023_55,2023,2023-05-10,CSK,DC,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,27,0,RA Jadeja,55
2023_56,2023,2023-05-11,KKR,RR,Eden Gardens,Kolkata,RR,field,RR,0,9,YBK Jaiswal,56
2023_57,2023,2023-05-12,MI,GT,Wankhede Stadium,Mumbai,GT,field,MI,27,0,SA Yadav,57
2023_58,2023,2023-05-13,PBKS,DC,Arun Jaitley Stadium,Delhi,DC,field,PBKS,31,0,P Simran Singh,58
2023_59,2023,2023-05-13,SRH,LSG,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,SRH,bat,LSG,0,7,PN Mankad,59
2023_60,2023,2023-05-14,CSK,KKR,MA Chidambaram Stadium,Chennai,CSK,bat,KKR,0,6,RK Singh,60
2023_61,2023,2023-05-14,RCB,RR,Sawai Mansingh Stadium,Jaipur,RCB,bat,RCB,112,0,WD Parnell,61
2023_62,2023,2023-05-15,GT,SRH,Narendra Modi Stadium,Ahmedabad,SRH,field,GT,34,0,Shubman Gill,62
2023_63,2023,2023-05-16,LSG,MI,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,MI,field,LSG,5,0,MP Stoinis,63
2023_64,2023,2023-05-17,DC,PBKS,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,PBKS,field,DC,15,0,RR Rossouw,64
2023_65,2023,2023-05-18,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,RCB,field,RCB,0,8,V Kohli,65
2023_66,2023,2023-05-19,PBKS,RR,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,RR,field,RR,0,4,D Padikkal,66
2023_67,2023,2023-05-20,CSK,DC,Arun Jaitley Stadium,Delhi,CSK,bat,CSK,77,0,RD Gaikwad,67
2023_68,2023,2023-05-20,LSG,KKR,Eden Gardens,Kolkata,KKR,field,LSG,1,0,N Pooran,68
2023_69,2023,2023-05-21,SRH,MI,Wankhede Stadium,Mumbai,MI,field,MI,0,8,C Green,69
2023_70,2023,2023-05-21,RCB,GT,M. Chinnaswamy Stadium,Bengaluru,GT,field,GT,0,6,Shubman Gill,70
2023_71,2023,2023-05-23,CSK,GT,MA Chidambaram Stadium,Chennai,GT,field,CSK,15,0,RD Gaikwad,71
2023_72,2023,2023-05-24,MI,LSG,MA Chidambaram Stadium,Chennai,MI,bat,MI,81,0,Akash Madhwal,72
2023_73,2023,2023-05-26,GT,MI,Narendra Modi Stadium,Ahmedabad,MI,field,GT,62,0,Shubman Gill,73
2023_74,2023,2023-05-29,GT,CSK,Narendra Modi Stadium,Ahmedabad,CSK,field,CSK,0,5,DP Conway,74
2024_01,2024,2024-03-22,RCB,CSK,MA Chidambaram Stadium,Chennai,RCB,bat,CSK,0,6,Mustafizur Rahman,1
2024_02,2024,2024-03-23,KKR,SRH,Eden Gardens,Kolkata,SRH,field,KKR,4,0,AD Russell,2
2024_03,2024,2024-03-23,DC,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,PBKS,field,PBKS,0,4,SM Curran,3
2024_04,2024,2024-03-24,GT,MI,Narendra Modi Stadium,Ahmedabad,MI,field,GT,6,0,B Sai Sudharsan,4
2024_05,2024,2024-03-24,RR,LSG,Sawai Mansingh Stadium,Jaipur,RR,bat,RR,20,0,SV Samson,5
2024_06,2024,2024-03-25,PBKS,RCB,M. Chinnaswamy Stadium,Bengaluru,RCB,field,RCB,0,4,V Kohli,6
2024_07,2024,2024-03-26,CSK,GT,MA Chidambaram Stadium,Chennai,GT,field,CSK,63,0,S Dube,7
2024_08,2024,2024-03-27,SRH,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,MI,field,SRH,31,0,Abhishek Sharma,8
2024_09,2024,2024-03-28,RR,DC,Sawai Mansingh Stadium,Jaipur,DC,field,RR,12,0,R Parag,9
2024_10,2024,2024-03-29,RCB,KKR,M. Chinnaswamy Stadium,Bengaluru,KKR,field,KKR,0,7,SP Narine,10
2024_11,2024,2024-03-30,LSG,PBKS,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,LSG,bat,LSG,21,0,MP Yadav,11
2024_12,2024,2024-03-31,DC,CSK,ACA-VDCA Stadium,Visakhapatnam,DC,bat,DC,20,0,KK Ahmed,12
2024_13,2024,2024-03-31,SRH,GT,Narendra Modi Stadium,Ahmedabad,SRH,bat,GT,0,7,MM Sharma,13
2024_14,2024,2024-04-01,MI,RR,Wankhede Stadium,Mumbai,RR,field,RR,0,6,TA Boult,14
2024_15,2024,2024-04-02,LSG,RCB,M. Chinnaswamy Stadium,Bengaluru,RCB,field,LSG,28,0,MP Yadav,15
2024_16,2024,2024-04-03,KKR,DC,ACA-VDCA Stadium,Visakhapatnam,KKR,bat,KKR,106,0,SP Narine,16
2024_17,2024,2024-04-04,GT,PBKS,Narendra Modi Stadium,Ahmedabad,PBKS,field,PBKS,0,3,Shashank Singh,17
2024_18,2024,2024-04-05,CSK,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,SRH,field,SRH,0,6,Abhishek Sharma,18
2024_19,2024,2024-04-06,RCB,RR,Sawai Mansingh Stadium,Jaipur,RR,field,RR,0,6,JC Buttler,19
2024_20,2024,2024-04-07,LSG,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,LSG,bat,LSG,33,0,Yash Thakur,20
2024_21,2024,2024-04-07,MI,DC,Wankhede Stadium,Mumbai,DC,field,MI,29,0,R Shepherd,21
2024_22,2024,2024-04-08,KKR,CSK,MA Chidambaram Stadium,Chennai,CSK,field,CSK,0,7,RA Jadeja,22
2024_23,2024,2024-04-09,SRH,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,PBKS,field,SRH,2,0,Nithish Kumar Reddy,23
2024_24,2024,2024-04-10,RR,GT,Sawai Mansingh Stadium,Jaipur,GT,field,GT,0,3,Rashid Khan,24
2024_25,2024,2024-04-11,RCB,MI,Wankhede Stadium,Mumbai,MI,field,MI,0,7,JJ Bumrah,25
2024_26,2024,2024-04-12,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,LSG,bat,DC,0,6,Kuldeep Yadav,26
2024_27,2024,2024-04-13,PBKS,RR,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,RR,field,RR,0,3,SO Hetmyer,27
2024_28,2024,2024-04-14,CSK,MI,Wankhede Stadium,Mumbai,MI,field,CSK,20,0,M Pathirana,28
2024_29,2024,2024-04-14,LSG,KKR,Eden Gardens,Kolkata,KKR,field,KKR,0,8,PD Salt,29
2024_30,2024,2024-04-15,SRH,RCB,M. Chinnaswamy Stadium,Bengaluru,RCB,field,SRH,25,0,TM Head,30
2024_31,2024,2024-04-16,KKR,RR,Eden Gardens,Kolkata,RR,field,RR,0,2,JC Buttler,31
2024_32,2024,2024-04-17,GT,DC,Narendra Modi Stadium,Ahmedabad,DC,field,DC,0,6,RR Pant,32
2024_33,2024,2024-04-18,MI,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,PBKS,field,MI,9,0,JJ Bumrah,33
2024_34,2024,2024-04-19,CSK,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,LSG,field,LSG,0,8,KL Rahul,34
2024_35,2024,2024-04-20,SRH,DC,Arun Jaitley Stadium,Delhi,DC,field,SRH,67,0,TM Head,35
2024_37,2024,2024-04-21,PBKS,GT,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,PBKS,bat,GT,0,3,R Sai Kishore,37
2024_36,2024,2024-04-21,KKR,RCB,Eden Gardens,Kolkata,RCB,field,KKR,1,0,AD Russell,36
2024_38,2024,2024-04-22,MI,RR,Sawai Mansingh Stadium,Jaipur,MI,bat,RR,0,9,Sandeep Sharma,38
2024_39,2024,2024-04-23,CSK,LSG,MA Chidambaram Stadium,Chennai,LSG,field,LSG,0,6,MP Stoinis,39
2024_40,2024,2024-04-24,DC,GT,Arun Jaitley Stadium,Delhi,GT,field,DC,4,0,RR Pant,40
2024_41,2024,2024-04-25,RCB,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,RCB,bat,RCB,35,0,RM Patidar,41
2024_42,2024,2024-04-26,KKR,PBKS,Eden Gardens,Kolkata,PBKS,field,PBKS,0,8,JM Bairstow,42
2024_43,2024,2024-04-27,LSG,RR,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,RR,field,RR,0,7,SV Samson,43
2024_44,2024,2024-04-27,DC,MI,Arun Jaitley Stadium,Delhi,MI,field,DC,10,0,J Fraser-McGurk,44
2024_45,2024,2024-04-28,GT,RCB,Narendra Modi Stadium,Ahmedabad,RCB,field,RCB,0,9,WG Jacks,45
2024_46,2024,2024-04-28,CSK,SRH,MA Chidambaram Stadium,Chennai,SRH,field,CSK,78,0,RD Gaikwad,46
2024_47,2024,2024-04-29,DC,KKR,Eden Gardens,Kolkata,DC,bat,KKR,0,7,CV Varun,47
2024_48,2024,2024-04-30,MI,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,LSG,field,LSG,0,4,MP Stoinis,48
2024_49,2024,2024-05-01,CSK,PBKS,MA Chidambaram Stadium,Chennai,PBKS,field,PBKS,0,7,Harpreet Brar,49
2024_50,2024,2024-05-02,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,SRH,bat,SRH,1,0,B Kumar,50
2024_51,2024,2024-05-03,KKR,MI,Wankhede Stadium,Mumbai,MI,field,KKR,24,0,VR Iyer,51
2024_52,2024,2024-05-04,GT,RCB,M. Chinnaswamy Stadium,Bengaluru,RCB,field,RCB,0,4,Mohammed Siraj,52
2024_54,2024,2024-05-05,KKR,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,LSG,field,KKR,98,0,SP Narine,54
2024_53,2024,2024-05-05,CSK,PBKS,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,PBKS,field,CSK,28,0,RA Jadeja,53
2024_55,2024,2024-05-06,SRH,MI,Wankhede Stadium,Mumbai,MI,field,MI,0,7,SA Yadav,55
2024_56,2024,2024-05-07,DC,RR,Arun Jaitley Stadium,Delhi,RR,field,DC,20,0,Kuldeep Yadav,56
2024_57,2024,2024-05-08,LSG,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,LSG,bat,SRH,0,10,TM Head,57
2024_58,2024,2024-05-09,RCB,PBKS,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,PBKS,field,RCB,60,0,V Kohli,58
2024_59,2024,2024-05-10,GT,CSK,Narendra Modi Stadium,Ahmedabad,CSK,field,GT,35,0,Shubman Gill,59
2024_60,2024,2024-05-11,KKR,MI,Eden Gardens,Kolkata,MI,field,KKR,18,0,CV Varun,60
2024_62,2024,2024-05-12,RR,CSK,MA Chidambaram Stadium,Chennai,RR,bat,CSK,0,5,Simarjeet Singh,62
2024_61,2024,2024-05-12,RCB,DC,M. Chinnaswamy Stadium,Bengaluru,DC,field,RCB,47,0,C Green,61
2024_63,2024,2024-05-14,DC,LSG,Arun Jaitley Stadium,Delhi,LSG,field,DC,19,0,I Sharma,63
2024_64,2024,2024-05-15,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,RR,bat,PBKS,0,5,SM Curran,64
2024_65,2024,2024-05-17,LSG,MI,Wankhede Stadium,Mumbai,MI,field,LSG,18,0,N Pooran,65
2024_66,2024,2024-05-18,RCB,CSK,M. Chinnaswamy Stadium,Bengaluru,CSK,field,RCB,27,0,F du Plessis,66
2024_67,2024,2024-05-19,PBKS,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,PBKS,bat,SRH,0,4,Abhishek Sharma,67
2024_68,2024,2024-05-21,SRH,KKR,Narendra Modi Stadium,Ahmedabad,SRH,bat,KKR,0,8,MA Starc,68
2024_69,2024,2024-05-22,RCB,RR,Narendra Modi Stadium,Ahmedabad,RR,field,RR,0,4,R Ashwin,69
2024_70,2024,2024-05-24,SRH,RR,MA Chidambaram Stadium,Chennai,RR,field,SRH,36,0,Shahbaz Ahmed,70
2024_71,2024,2024-05-26,SRH,KKR,MA Chidambaram Stadium,Chennai,SRH,bat,KKR,0,8,MA Starc,71
2025_01,2025,2025-03-22,KKR,RCB,Eden Gardens,Kolkata,RCB,field,RCB,0,7,KH Pandya,1
2025_02,2025,2025-03-23,MI,CSK,MA Chidambaram Stadium,Chennai,CSK,field,CSK,0,4,Noor Ahmad,2
